CUSTOMERID,FIRSTNAME,LASTNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,COUNTRY,REGION,EMAIL,PHONE,CREDITCARDTYPE,CREDITCARD,CREDITCARDEXPIRATIONYEAR,CREDITCARDEXPIRATIONMONTH,USERNAME,PASSWORD,AGE,INCOME,GENDER
27440,ETPOLH,KKCGJZKFDW,8611073067 Dell Way,,VFZPBYA,NC,36843,US,1,KKCGJZKFDW@dell.com,8611073067,2,2.76E+15,2008,6,user27440,password,83,40000,M
27441,YWWXST,LICYYOZLAJ,7140600230 Dell Way,,CYDMGPE,NM,92702,US,1,LICYYOZLAJ@dell.com,7140600230,4,8.61E+15,2008,6,user27441,password,69,100000,M
27442,KFCBVV,IDCUUNMCSD,1752322190 Dell Way,,EJWPEZH,VA,84255,US,1,IDCUUNMCSD@dell.com,1752322190,1,4.90E+15,2008,6,user27442,password,65,20000,F
27443,RLHYJE,WYUMQVJPKR,2619620573 Dell Way,,NLJDVOT,KS,85607,US,1,WYUMQVJPKR@dell.com,2619620573,4,4.33E+15,2008,6,user27443,password,79,100000,F
27444,WKETZK,JGBOGIQBWY,1155874389 Dell Way,,LFFCUGX,TN,98222,US,1,JGBOGIQBWY@dell.com,1155874389,1,2.45E+15,2008,6,user27444,password,58,60000,F
27445,CEDHHL,FVDCQSHXKY,8348443889 Dell Way,,UPXZPOC,SD,89634,US,1,FVDCQSHXKY@dell.com,8348443889,1,5.04E+15,2008,6,user27445,password,22,20000,M
27446,ZMJWXE,RZKBJDCEXL,4365006508 Dell Way,,HAYQUTJ,IA,97707,US,1,RZKBJDCEXL@dell.com,4365006508,1,8.63E+15,2008,6,user27446,password,40,20000,F
27447,INYWWJ,CQBCGFASGK,4001856354 Dell Way,,FAQGUZE,PA,55268,US,1,CQBCGFASGK@dell.com,4001856354,4,2.40E+15,2008,6,user27447,password,44,40000,F
27448,DBGMJS,YJNFZWHYTC,1731037299 Dell Way,,AOXAADN,CO,12175,US,1,YJNFZWHYTC@dell.com,1731037299,2,7.95E+15,2008,6,user27448,password,81,60000,F
27449,SNEORW,AYJXANQVQT,2043093186 Dell Way,,DLNMCIT,NM,91654,US,1,AYJXANQVQT@dell.com,2043093186,4,4.75E+15,2008,6,user27449,password,42,60000,F
27450,YNQUQG,UTXYLNPUUU,7351518841 Dell Way,,ROUOIGP,AK,82600,US,1,UTXYLNPUUU@dell.com,7351518841,3,7.52E+15,2008,6,user27450,password,57,20000,M
27451,SQXCVW,WOQOHCDUIC,5986693615 Dell Way,,YBWIIPQ,MA,16209,US,1,WOQOHCDUIC@dell.com,5986693615,5,7.49E+15,2008,6,user27451,password,51,20000,M
27452,QIEUXO,ZANHRMQZDW,7991212733 Dell Way,,SUCTZSH,GA,73009,US,1,ZANHRMQZDW@dell.com,7991212733,5,5.26E+15,2008,6,user27452,password,88,60000,F
27453,FLLGXU,UUWKOBKTAL,5151628260 Dell Way,,ZULAFAT,AK,71135,US,1,UUWKOBKTAL@dell.com,5151628260,1,1.12E+15,2008,6,user27453,password,52,100000,M
27454,COAZNE,FGNYSKSUKV,5803432589 Dell Way,,EWAJDFA,AR,96307,US,1,FGNYSKSUKV@dell.com,5803432589,3,7.41E+15,2008,6,user27454,password,25,60000,F
27455,DFFXWB,WXHBFKFACN,8475622338 Dell Way,,EBQWVKD,CT,93802,US,1,WXHBFKFACN@dell.com,8475622338,5,2.91E+15,2008,6,user27455,password,61,40000,F
27456,ZAIXUC,WJMNMGKAKE,5059013908 Dell Way,,WYKGULE,MS,41831,US,1,WJMNMGKAKE@dell.com,5059013908,4,4.90E+15,2008,6,user27456,password,37,100000,M
27457,TYHWCG,IPAOGVNJJM,6197760594 Dell Way,,KVIEQOS,OR,29421,US,1,IPAOGVNJJM@dell.com,6197760594,5,1.01E+15,2008,6,user27457,password,84,60000,M
27458,DMUNGD,TAJPNXNNIF,1351360320 Dell Way,,SPQUYFD,WI,59194,US,1,TAJPNXNNIF@dell.com,1351360320,1,2.56E+15,2008,6,user27458,password,49,80000,M
27459,LBGAMO,YGEPDJUPSZ,5032543275 Dell Way,,IORQYLK,MD,69970,US,1,YGEPDJUPSZ@dell.com,5032543275,1,1.59E+15,2008,6,user27459,password,82,80000,F
27460,GNWFJC,SYEUAVRMAQ,3799312357 Dell Way,,YKHIREU,WA,88140,US,1,SYEUAVRMAQ@dell.com,3799312357,2,2.88E+15,2008,6,user27460,password,43,20000,F
27461,VHZBIR,HOZOOPWJVM,7284226835 Dell Way,,RCROCYF,GA,13450,US,1,HOZOOPWJVM@dell.com,7284226835,1,4.24E+15,2008,6,user27461,password,53,40000,F
27462,EMUCCC,ETLAJOXRXM,2284545516 Dell Way,,UZTNENZ,IL,23194,US,1,ETLAJOXRXM@dell.com,2284545516,5,4.25E+15,2008,6,user27462,password,34,100000,M
27463,FZYJHE,MOYMLJEUFH,5818172648 Dell Way,,BMYQQCQ,PA,71589,US,1,MOYMLJEUFH@dell.com,5818172648,5,5.58E+15,2008,6,user27463,password,29,20000,F
27464,CMJECS,HCBKCLTXVA,9763136904 Dell Way,,BPWMCGA,CA,85651,US,1,HCBKCLTXVA@dell.com,9763136904,3,3.53E+15,2008,6,user27464,password,59,20000,M
27465,ELCTSG,CXDAVVQUCS,2398244138 Dell Way,,KMZUFQQ,NE,53203,US,1,CXDAVVQUCS@dell.com,2398244138,2,5.24E+15,2008,6,user27465,password,48,20000,M
27466,ZSZVBS,JRYSOSZTTH,4745699885 Dell Way,,ADZRGEI,VT,96903,US,1,JRYSOSZTTH@dell.com,4745699885,5,2.94E+15,2008,6,user27466,password,86,100000,M
27467,GQNPMO,PFTIOITGFW,4845033597 Dell Way,,KKECRUP,GA,74337,US,1,PFTIOITGFW@dell.com,4845033597,2,9.52E+15,2008,6,user27467,password,90,60000,M
27468,QNCXFB,BZQOLIJSON,9321302292 Dell Way,,SFPBPSV,MO,55653,US,1,BZQOLIJSON@dell.com,9321302292,5,1.18E+15,2008,6,user27468,password,63,40000,F
27469,QUPOON,URVQTVKEYW,6061847980 Dell Way,,ZCVBNWP,NH,29406,US,1,URVQTVKEYW@dell.com,6061847980,1,3.66E+15,2008,6,user27469,password,62,20000,M
27470,HXVJGG,SMPQIMPQKU,1231840608 Dell Way,,GVWVEKY,DE,56863,US,1,SMPQIMPQKU@dell.com,1231840608,2,8.82E+15,2008,6,user27470,password,74,100000,M
27471,XTHXLQ,OTUHSTYYYE,1684665010 Dell Way,,JMMJGCE,UT,95796,US,1,OTUHSTYYYE@dell.com,1684665010,5,3.75E+15,2008,6,user27471,password,55,100000,F
27472,YDYICU,BKHAYOUNEL,4475682151 Dell Way,,JXIQUEO,LA,98175,US,1,BKHAYOUNEL@dell.com,4475682151,3,5.85E+15,2008,6,user27472,password,67,40000,M
27473,PSPKBP,YFLNVUSTSI,7730576615 Dell Way,,WDXERBY,AZ,10392,US,1,YFLNVUSTSI@dell.com,7730576615,3,1.58E+15,2008,6,user27473,password,32,40000,F
27474,CQMRGH,BVXWQONKMY,8241752546 Dell Way,,HIXFOXZ,IN,84763,US,1,BVXWQONKMY@dell.com,8241752546,3,2.31E+15,2008,6,user27474,password,78,60000,F
27475,WJUAPO,KYVAGQIQES,7795283638 Dell Way,,CVOCHYL,GA,28118,US,1,KYVAGQIQES@dell.com,7795283638,1,9.02E+15,2008,6,user27475,password,63,80000,F
27476,LNWVMV,GWJTXKQOPX,5337774211 Dell Way,,DEVVKWY,DE,46306,US,1,GWJTXKQOPX@dell.com,5337774211,1,4.93E+15,2008,6,user27476,password,57,40000,F
27477,VZEDCU,QKUIWAOJUB,7515014706 Dell Way,,GATHGVB,MD,76963,US,1,QKUIWAOJUB@dell.com,7515014706,4,4.96E+15,2008,6,user27477,password,67,60000,F
27478,XIIRBQ,XTMBKBXHON,4374833522 Dell Way,,EPPVRSJ,WI,72270,US,1,XTMBKBXHON@dell.com,4374833522,2,8.39E+15,2008,6,user27478,password,71,40000,F
27479,FTQUGF,BDODVQLUTG,3181771320 Dell Way,,FKRKIUF,NY,22802,US,1,BDODVQLUTG@dell.com,3181771320,5,1.39E+15,2008,6,user27479,password,40,40000,M
27480,FYIUOX,HEMBOWSXBQ,5607006250 Dell Way,,QVDIWUC,NE,96337,US,1,HEMBOWSXBQ@dell.com,5607006250,5,1.75E+15,2008,6,user27480,password,78,20000,F
27481,RDORHP,CDFHVTMOTN,8427869185 Dell Way,,TPNZCKD,NJ,74735,US,1,CDFHVTMOTN@dell.com,8427869185,4,7.97E+15,2008,6,user27481,password,21,80000,F
27482,NIEJVV,XFPKHQUZWP,7797939641 Dell Way,,ZKMTUPY,MT,39965,US,1,XFPKHQUZWP@dell.com,7797939641,2,3.89E+15,2008,6,user27482,password,53,20000,F
27483,LLRZSP,WDTKRTNWFE,5033818624 Dell Way,,RYDVFTP,WY,41604,US,1,WDTKRTNWFE@dell.com,5033818624,2,9.05E+15,2008,6,user27483,password,89,80000,M
27484,XUVTDZ,KDXQKGAKBA,6603927874 Dell Way,,ZFYYEMS,IA,12082,US,1,KDXQKGAKBA@dell.com,6603927874,1,3.85E+15,2008,6,user27484,password,22,20000,F
27485,PFZSKR,ERPUETMAGZ,5109867443 Dell Way,,CFELASV,AR,84838,US,1,ERPUETMAGZ@dell.com,5109867443,4,5.51E+15,2008,6,user27485,password,20,100000,M
27486,LYJKIB,IHFLSZERKE,1093335299 Dell Way,,AHSYGOE,CA,97888,US,1,IHFLSZERKE@dell.com,1093335299,4,1.45E+15,2008,6,user27486,password,42,100000,M
27487,BMVDDV,SCOBWFFOZN,7129958092 Dell Way,,OIBXPKK,NY,59128,US,1,SCOBWFFOZN@dell.com,7129958092,2,7.13E+15,2008,6,user27487,password,24,40000,F
27488,DPQWVP,IWYUQRIKRA,9577842881 Dell Way,,VVACKEW,MN,82265,US,1,IWYUQRIKRA@dell.com,9577842881,3,4.77E+15,2008,6,user27488,password,50,100000,M
27489,CMBVCW,IVWZXIQTFY,9015333481 Dell Way,,HXTAHEW,MN,17503,US,1,IVWZXIQTFY@dell.com,9015333481,4,9.19E+15,2008,6,user27489,password,22,80000,F
27490,GMQSNF,HCQIUKNXCL,1225700944 Dell Way,,XLMFPSS,NJ,40084,US,1,HCQIUKNXCL@dell.com,1225700944,3,4.79E+15,2008,6,user27490,password,73,20000,M
27491,OLDBMD,LLOGDCDEDG,8172392180 Dell Way,,GUSSSCG,MO,45814,US,1,LLOGDCDEDG@dell.com,8172392180,4,9.74E+15,2008,6,user27491,password,20,40000,F
27492,ACAQAY,PLKFDSMRAY,4494921267 Dell Way,,ATIEWUI,MD,64116,US,1,PLKFDSMRAY@dell.com,4494921267,2,9.62E+15,2008,6,user27492,password,73,60000,F
27493,NGIFAS,NUODEUDOYO,8810844389 Dell Way,,PTEFMDZ,HI,10006,US,1,NUODEUDOYO@dell.com,8810844389,5,9.19E+15,2008,6,user27493,password,77,40000,M
27494,KGNGIZ,ETSOIETMLG,2741294522 Dell Way,,VAIWNIB,NC,61515,US,1,ETSOIETMLG@dell.com,2741294522,5,4.66E+15,2008,6,user27494,password,58,40000,M
27495,YJOPNB,KTNVCDURTS,4967259750 Dell Way,,DPISWRZ,VT,89396,US,1,KTNVCDURTS@dell.com,4967259750,4,2.66E+15,2008,6,user27495,password,52,20000,F
27496,UTJJEM,AIUFNNVKRR,7888480192 Dell Way,,ZIOGYOX,NJ,40733,US,1,AIUFNNVKRR@dell.com,7888480192,1,1.20E+15,2008,6,user27496,password,73,80000,M
27497,HKZZPN,PEGPHEXPIP,4022922297 Dell Way,,DVLUQUB,VT,19351,US,1,PEGPHEXPIP@dell.com,4022922297,3,3.12E+15,2008,6,user27497,password,43,60000,M
27498,SCSTAE,KWDVHQODAY,4045026818 Dell Way,,MEQKRIN,OR,48189,US,1,KWDVHQODAY@dell.com,4045026818,5,3.02E+15,2008,6,user27498,password,28,100000,M
27499,KZDYMJ,IDWMNQZRLV,1757743530 Dell Way,,MLAHIZR,OH,58445,US,1,IDWMNQZRLV@dell.com,1757743530,1,9.99E+15,2008,6,user27499,password,33,60000,F
27500,LLSYXE,CQDPEMNRWK,6474691378 Dell Way,,NVEPMAZ,SC,67970,US,1,CQDPEMNRWK@dell.com,6474691378,1,1.32E+15,2008,6,user27500,password,33,20000,F
27501,DWXGLT,TANPLZOWWO,6012725811 Dell Way,,VYIOIEG,DC,29698,US,1,TANPLZOWWO@dell.com,6012725811,3,7.48E+15,2008,6,user27501,password,73,80000,F
27502,PSNAGH,KHZZJXMMXC,1898208452 Dell Way,,SCGHULT,KY,80411,US,1,KHZZJXMMXC@dell.com,1898208452,4,4.03E+15,2008,6,user27502,password,65,100000,F
27503,ZHPBUF,SMMCNXDQVQ,5069714020 Dell Way,,WFUPOZT,DC,41768,US,1,SMMCNXDQVQ@dell.com,5069714020,5,8.77E+15,2008,6,user27503,password,55,60000,M
27504,WPTTTE,MSJLMOPZUN,8844396510 Dell Way,,VRZISWB,IL,15935,US,1,MSJLMOPZUN@dell.com,8844396510,1,6.51E+15,2008,6,user27504,password,78,80000,F
27505,CVFFKM,VAOXSBGGAO,1046125688 Dell Way,,EIAZNCB,AL,79873,US,1,VAOXSBGGAO@dell.com,1046125688,2,7.21E+15,2008,6,user27505,password,74,80000,M
27506,NJRFCF,KJQFMZVPCN,3284184577 Dell Way,,XINXOSI,WV,71877,US,1,KJQFMZVPCN@dell.com,3284184577,2,5.91E+15,2008,6,user27506,password,26,40000,F
27507,VWLDVL,KHWMEQRTAP,8042187260 Dell Way,,GAMFUTU,MO,86378,US,1,KHWMEQRTAP@dell.com,8042187260,5,3.31E+15,2008,6,user27507,password,23,80000,M
27508,OHUBCS,ILTBYRHHLM,6691858041 Dell Way,,FLMFADX,MS,62403,US,1,ILTBYRHHLM@dell.com,6691858041,1,1.84E+15,2008,6,user27508,password,33,100000,M
27509,CMMMHU,EUQCFLSQWM,1200001580 Dell Way,,TJVYULQ,MS,90093,US,1,EUQCFLSQWM@dell.com,1200001580,2,9.57E+15,2008,6,user27509,password,26,100000,M
27510,NGRJON,KAJYUQYKNH,1098585132 Dell Way,,JOAGZIB,NJ,90904,US,1,KAJYUQYKNH@dell.com,1098585132,2,1.71E+15,2008,6,user27510,password,88,100000,M
27511,BCXHZO,BELIEEELAS,7740478422 Dell Way,,ZNFNHAW,LA,17643,US,1,BELIEEELAS@dell.com,7740478422,3,8.24E+15,2008,6,user27511,password,52,80000,M
27512,TTKGBU,HJJSRYQXKG,8325240019 Dell Way,,KVUTCVJ,OR,17454,US,1,HJJSRYQXKG@dell.com,8325240019,2,8.60E+15,2008,6,user27512,password,39,40000,M
27513,LJGBSA,HHNFKIKHRV,6234762556 Dell Way,,YMXADMD,RI,93447,US,1,HHNFKIKHRV@dell.com,6234762556,1,5.86E+15,2008,6,user27513,password,71,20000,M
27514,NXUBQG,IWYXXNBBVT,6189847189 Dell Way,,KQEMYDR,VA,41953,US,1,IWYXXNBBVT@dell.com,6189847189,4,5.26E+15,2008,6,user27514,password,36,80000,F
27515,EWGTLY,NEAFNKCXGW,2563628538 Dell Way,,KMHWDXF,MI,35930,US,1,NEAFNKCXGW@dell.com,2563628538,5,5.97E+15,2008,6,user27515,password,21,60000,F
27516,PXAYBW,ZUKPTZHFLS,7784723232 Dell Way,,VDRLXHA,AR,75170,US,1,ZUKPTZHFLS@dell.com,7784723232,2,9.18E+15,2008,6,user27516,password,75,40000,F
27517,IHJZRV,KDQBCZANJL,5332288863 Dell Way,,ZJEAWNJ,ND,15520,US,1,KDQBCZANJL@dell.com,5332288863,4,2.35E+15,2008,6,user27517,password,28,20000,M
27518,PFULTH,TZQVMOWUGK,7348091858 Dell Way,,HEJEGYI,WA,16103,US,1,TZQVMOWUGK@dell.com,7348091858,1,8.57E+15,2008,6,user27518,password,36,40000,F
27519,YSXCJX,DIFMUXPYBO,5071631933 Dell Way,,GFMTMOU,NE,87678,US,1,DIFMUXPYBO@dell.com,5071631933,4,7.22E+15,2008,6,user27519,password,64,60000,M
27520,BMOXYO,BLKZVRGJLY,5997478400 Dell Way,,IQQJKQI,TN,26782,US,1,BLKZVRGJLY@dell.com,5997478400,1,2.19E+15,2008,6,user27520,password,49,60000,M
27521,GNWQXO,GVWIBSOGFQ,9077069362 Dell Way,,UIILCHS,OR,75736,US,1,GVWIBSOGFQ@dell.com,9077069362,3,8.28E+15,2008,6,user27521,password,38,60000,M
27522,OBHCHT,VROFLSPLUV,2403976312 Dell Way,,XAQUOBG,WY,81781,US,1,VROFLSPLUV@dell.com,2403976312,4,4.65E+15,2008,6,user27522,password,65,100000,M
27523,ODPOFW,RSBVOJESNP,3691178020 Dell Way,,QFZMCTI,KY,78610,US,1,RSBVOJESNP@dell.com,3691178020,4,6.03E+15,2008,6,user27523,password,18,60000,F
27524,CAXVLC,SJUOGNPHMP,3976736062 Dell Way,,PLNOGKB,AZ,13684,US,1,SJUOGNPHMP@dell.com,3976736062,4,6.43E+15,2008,6,user27524,password,27,20000,M
27525,SDEHXZ,NBTANTZMYY,6546328366 Dell Way,,JMUHWJC,AK,34905,US,1,NBTANTZMYY@dell.com,6546328366,2,2.99E+15,2008,6,user27525,password,88,40000,F
27526,AUGNRW,MNRZPVCPHK,9193620903 Dell Way,,WVCTFCF,MT,51213,US,1,MNRZPVCPHK@dell.com,9193620903,2,4.27E+15,2008,6,user27526,password,75,60000,F
27527,WCZFLE,KOUPNRJVOA,1140809628 Dell Way,,JMCWKUY,TN,48621,US,1,KOUPNRJVOA@dell.com,1140809628,2,5.88E+15,2008,6,user27527,password,40,80000,M
27528,BZCTNG,NQSFPTCTOI,6964985142 Dell Way,,OBTFGUF,HI,14511,US,1,NQSFPTCTOI@dell.com,6964985142,1,1.33E+15,2008,6,user27528,password,53,60000,F
27529,LFESAD,UTCYEBBSJI,3391263830 Dell Way,,NWMYMSB,IL,26137,US,1,UTCYEBBSJI@dell.com,3391263830,3,8.06E+15,2008,6,user27529,password,42,100000,F
27530,VXEWUD,MZUONFEFWY,2704443832 Dell Way,,JSODUIL,IN,88170,US,1,MZUONFEFWY@dell.com,2704443832,4,4.19E+15,2008,6,user27530,password,50,60000,F
27531,HLTBZZ,QNDHFUSDPM,2574419098 Dell Way,,AVBMZWU,MA,22740,US,1,QNDHFUSDPM@dell.com,2574419098,3,3.11E+15,2008,6,user27531,password,88,100000,M
27532,JRTKRC,FBHNQXYMVA,6423380397 Dell Way,,SCUOSJU,MS,26780,US,1,FBHNQXYMVA@dell.com,6423380397,1,6.85E+15,2008,6,user27532,password,23,40000,F
27533,LPKNKA,ULGUJWQPPL,6760284558 Dell Way,,HCWLKUY,WI,99640,US,1,ULGUJWQPPL@dell.com,6760284558,5,2.12E+15,2008,6,user27533,password,58,40000,F
27534,SKCLXM,LRAHXVJPUG,7461865393 Dell Way,,FWIRKLQ,NM,79115,US,1,LRAHXVJPUG@dell.com,7461865393,2,1.04E+15,2008,6,user27534,password,24,100000,M
27535,BROVWT,KETSZRAJLH,1485106158 Dell Way,,DRDIBQO,WA,33188,US,1,KETSZRAJLH@dell.com,1485106158,2,4.39E+15,2008,6,user27535,password,65,40000,F
27536,KYAMJG,YASBBSXQPZ,6608881830 Dell Way,,PLZUUBV,MI,55180,US,1,YASBBSXQPZ@dell.com,6608881830,2,5.94E+15,2008,6,user27536,password,33,100000,F
27537,LGJHDK,JPVFEZCROB,2804207750 Dell Way,,DAINAOI,MT,17116,US,1,JPVFEZCROB@dell.com,2804207750,4,1.86E+15,2008,6,user27537,password,41,60000,M
27538,GXZSUO,IKJKYOBVGG,4474003825 Dell Way,,QFVJMWW,ME,94652,US,1,IKJKYOBVGG@dell.com,4474003825,3,4.74E+15,2008,6,user27538,password,57,20000,F
27539,DEUFBP,ERIOJMTOHW,9301302463 Dell Way,,NGFONZZ,OH,24000,US,1,ERIOJMTOHW@dell.com,9301302463,3,9.26E+15,2008,6,user27539,password,38,40000,M
27540,TWPVTR,KKDRCGEATT,7810646313 Dell Way,,INYFHGL,IA,76656,US,1,KKDRCGEATT@dell.com,7810646313,1,5.20E+15,2008,6,user27540,password,51,40000,F
27541,FABRXQ,QRBHTJXNKA,8147303379 Dell Way,,JHSHFOX,AK,32368,US,1,QRBHTJXNKA@dell.com,8147303379,4,9.59E+15,2008,6,user27541,password,72,60000,F
27542,ZSKGDC,MEZOSRMJLY,1192754960 Dell Way,,YWVOPUW,AR,98645,US,1,MEZOSRMJLY@dell.com,1192754960,3,9.13E+15,2008,6,user27542,password,31,40000,F
27543,NKGZWV,FUNBYLXQWL,4966812139 Dell Way,,ZMYVAIZ,OR,80217,US,1,FUNBYLXQWL@dell.com,4966812139,1,8.83E+15,2008,6,user27543,password,47,60000,M
27544,EYFJIJ,LULGKEAYLS,9412723115 Dell Way,,AOLGPEC,KS,56538,US,1,LULGKEAYLS@dell.com,9412723115,3,6.82E+15,2008,6,user27544,password,82,100000,F
27545,KKLYEM,NQRMEUEDQB,5266612339 Dell Way,,EGYNMII,ME,10208,US,1,NQRMEUEDQB@dell.com,5266612339,3,6.19E+15,2008,6,user27545,password,39,100000,F
27546,MSBDJS,LZDQIFXTDR,8017537499 Dell Way,,RTXSXZU,NM,37646,US,1,LZDQIFXTDR@dell.com,8017537499,3,9.92E+15,2008,6,user27546,password,36,100000,M
27547,CTIIQH,VZLPIXJPBN,5381442078 Dell Way,,YDRBEUM,AZ,86291,US,1,VZLPIXJPBN@dell.com,5381442078,4,2.16E+15,2008,6,user27547,password,73,80000,F
27548,VAJEDW,LOOMBWVYJQ,8897323878 Dell Way,,ZMYFZOI,OH,20548,US,1,LOOMBWVYJQ@dell.com,8897323878,5,4.57E+15,2008,6,user27548,password,51,80000,F
27549,RILQJD,SSGDQHIIEL,8944199345 Dell Way,,XGPFRWF,NY,88316,US,1,SSGDQHIIEL@dell.com,8944199345,4,3.57E+15,2008,6,user27549,password,75,80000,M
27550,FWVVAN,UEVWFQIUCS,2276936051 Dell Way,,CZOVONQ,MD,94682,US,1,UEVWFQIUCS@dell.com,2276936051,4,6.93E+15,2008,6,user27550,password,69,20000,M
27551,NITJFS,OFHYJKUJZZ,2501672687 Dell Way,,CPRIPWL,FL,43407,US,1,OFHYJKUJZZ@dell.com,2501672687,4,5.31E+15,2008,6,user27551,password,77,40000,M
27552,OPNLAE,DXWYCRPWNN,4661939028 Dell Way,,TBGESJW,TN,36764,US,1,DXWYCRPWNN@dell.com,4661939028,5,4.09E+15,2008,6,user27552,password,53,80000,M
27553,IZEWUR,DRYIODFNVV,7639624450 Dell Way,,YXESHOZ,TN,59083,US,1,DRYIODFNVV@dell.com,7639624450,4,5.00E+15,2008,6,user27553,password,61,20000,F
27554,XRLCAA,DBETUQWUJY,2679104249 Dell Way,,DKBWZVK,CT,40914,US,1,DBETUQWUJY@dell.com,2679104249,4,9.19E+15,2008,6,user27554,password,67,100000,F
27555,SFKPQP,MHQPBELXXN,9169930921 Dell Way,,OZEZZHE,MD,13970,US,1,MHQPBELXXN@dell.com,9169930921,1,9.06E+15,2008,6,user27555,password,46,60000,M
27556,TROKVZ,OBEYXBSTXB,5339180740 Dell Way,,XHAGECD,TX,25776,US,1,OBEYXBSTXB@dell.com,5339180740,2,9.64E+15,2008,6,user27556,password,68,60000,F
27557,NOIZDT,QNIFCDSCLW,8877184554 Dell Way,,MXDWKUS,TN,10827,US,1,QNIFCDSCLW@dell.com,8877184554,2,4.10E+15,2008,6,user27557,password,31,100000,M
27558,HIJBYF,AWUROANGXA,7041883144 Dell Way,,HRTJDOP,DE,26633,US,1,AWUROANGXA@dell.com,7041883144,4,7.26E+15,2008,6,user27558,password,82,60000,F
27559,PPVGNV,PYWKCTVBNI,2643847987 Dell Way,,FEYWBIT,SD,33740,US,1,PYWKCTVBNI@dell.com,2643847987,1,2.14E+15,2008,6,user27559,password,47,60000,F
27560,VZONXY,LZOIWXUHRO,3537175196 Dell Way,,XOOINHX,CT,44448,US,1,LZOIWXUHRO@dell.com,3537175196,4,3.82E+15,2008,6,user27560,password,30,60000,M
27561,XPGMER,IQJXFXDBYI,1353952021 Dell Way,,UKHKFER,NY,12333,US,1,IQJXFXDBYI@dell.com,1353952021,4,7.09E+15,2008,6,user27561,password,20,60000,M
27562,PMMVMP,LQNHRQELKJ,2878538928 Dell Way,,GXGWNCG,NY,97694,US,1,LQNHRQELKJ@dell.com,2878538928,2,2.12E+15,2008,6,user27562,password,42,40000,M
27563,RKNTLR,LXQRAISDYK,1123939367 Dell Way,,WBCXYNH,CA,21562,US,1,LXQRAISDYK@dell.com,1123939367,3,8.27E+15,2008,6,user27563,password,73,60000,M
27564,DHKSDG,SUPVODGVEJ,3434894000 Dell Way,,TRCYJRW,SC,97361,US,1,SUPVODGVEJ@dell.com,3434894000,4,6.56E+15,2008,6,user27564,password,28,100000,M
27565,KBLTLL,OFPFRFYGXJ,3005671193 Dell Way,,MTSLRSG,ME,99315,US,1,OFPFRFYGXJ@dell.com,3005671193,2,7.21E+15,2008,6,user27565,password,76,80000,M
27566,GEQSKM,IDZVPYVXZY,5719237767 Dell Way,,EJHJVER,NY,64585,US,1,IDZVPYVXZY@dell.com,5719237767,4,8.01E+15,2008,6,user27566,password,54,20000,M
27567,BQWNJU,EIILWAKBFC,7655939841 Dell Way,,CEFOJBU,NM,16285,US,1,EIILWAKBFC@dell.com,7655939841,1,7.36E+15,2008,6,user27567,password,28,40000,F
27568,VQAGQP,TBUKAXTNOZ,3602875361 Dell Way,,DOKMSUN,VA,97957,US,1,TBUKAXTNOZ@dell.com,3602875361,2,9.70E+15,2008,6,user27568,password,51,60000,M
27569,UAVWFZ,TPQBNBABJI,9026181864 Dell Way,,WXYUVFZ,OK,24107,US,1,TPQBNBABJI@dell.com,9026181864,3,3.06E+15,2008,6,user27569,password,27,80000,M
27570,ZDDCYA,AUWPVIUKZL,7467865357 Dell Way,,CLTTMFE,TN,77396,US,1,AUWPVIUKZL@dell.com,7467865357,1,1.26E+15,2008,6,user27570,password,43,80000,M
27571,FYXUYM,QUKWYVIIAP,1751893976 Dell Way,,OQRERDB,DE,28439,US,1,QUKWYVIIAP@dell.com,1751893976,3,3.27E+15,2008,6,user27571,password,27,100000,M
27572,NEVWUX,IMZGEMVRDN,6088758801 Dell Way,,XLTFAOK,RI,54611,US,1,IMZGEMVRDN@dell.com,6088758801,1,6.86E+15,2008,6,user27572,password,85,100000,M
27573,REEIHM,AZUYPCDOFE,7298605613 Dell Way,,GGBVKCB,ND,23354,US,1,AZUYPCDOFE@dell.com,7298605613,2,4.90E+15,2008,6,user27573,password,51,20000,M
27574,ECMRMS,RPVZSVHHQC,7928939173 Dell Way,,EMLFNQO,UT,72569,US,1,RPVZSVHHQC@dell.com,7928939173,3,1.76E+15,2008,6,user27574,password,24,20000,M
27575,EYBWEY,KFNTUHZFRA,2809366439 Dell Way,,CAZEOMP,NV,47484,US,1,KFNTUHZFRA@dell.com,2809366439,4,6.37E+15,2008,6,user27575,password,85,20000,M
27576,PIQBAK,VQRPTCUEBW,3255204424 Dell Way,,RRWMYEV,AL,32077,US,1,VQRPTCUEBW@dell.com,3255204424,3,4.89E+15,2008,6,user27576,password,27,100000,F
27577,ROTGKC,LKLWLPYIKB,2543508949 Dell Way,,CRYJLQL,AK,13985,US,1,LKLWLPYIKB@dell.com,2543508949,2,4.93E+15,2008,6,user27577,password,34,100000,F
27578,AAKTQX,FHHXDWAMAJ,9135554561 Dell Way,,ODGMJHF,NE,91546,US,1,FHHXDWAMAJ@dell.com,9135554561,3,4.64E+15,2008,6,user27578,password,46,100000,F
27579,GHHKLX,KKWFRINFVZ,4972636644 Dell Way,,REUSTUS,NE,40180,US,1,KKWFRINFVZ@dell.com,4972636644,1,3.21E+15,2008,6,user27579,password,56,20000,M
